sales_person,country,product,date,amount,boxes_shipped
sp150,France,Skinceuticals Physical Fusion UV Defense SPF 50 100ml,2022-06-11,10142.13,114
sp181,India,Tatcha The Essence Plump Skin Softener 56.7g,2020-02-02,2027.29,73
sp180,Germany,Clinique Take The Day Off Cleansing Balm 20ml,2021-11-26,4352.67,39
sp180,Canada,COSRX Full Fit Propolis Light Cream 40ml,2023-08-02,5954.81,59
sp129,United Kingdom,Drunk Elephant Virgin Marula Luxury Face Oil 60ml,2024-07-29,2581.12,91
sp81,Canada,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 15ml,2024-09-29,9203.3,98
sp22,Spain,Bioderma Nodé Detox Shampoo 40ml,2020-11-08,16907.57,416
sp34,India,Pixi Skintreats Rose Caviar Eye Cream 100ml,2023-02-01,6079.31,109
sp10,Singapore,Kiehl's Super Multi-Corrective Anti-Aging Face & Neck Cream 100ml,2023-06-08,36724.27,486
sp11,Italy,Olay Super Serum 5-in-1 340g,2023-04-02,4552.8,38
sp126,France,The Ordinary Glycolic Acid 7% Toning Solution 340g,2023-02-25,774.17,20
sp55,Netherlands,Avène Cleanance Expert Emulsion 100ml,2021-06-25,32941.22,284
sp156,Japan,Bioderma Sebium Pore Refiner 50ml,2020-03-06,6738.18,85
sp155,South Korea,REN Clean Skincare V-Cense Revitalising Eye Cream 30g,2023-07-04,4583.27,350
sp195,Singapore,First Aid Beauty Ultra Repair Firming Collagen Cream 50ml,2023-06-16,13075.29,341
sp141,Brazil,La Roche-Posay Anthelios Invisible Fluid SPF50+ 56.7g,2020-08-15,4319.56,84
sp180,Germany,La Roche-Posay Toleriane Hydrating Gentle Cleanser 30ml,2022-09-29,14227.59,355
sp105,Canada,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 20ml,2021-09-19,15441.34,147
sp102,Indonesia,Clinique Moisture Surge 100H Auto-Replenishing Hydrator 15ml,2021-12-02,6184.17,93
sp60,Argentina,Tatcha The Essence Plump Skin Softener 50ml,2021-03-08,2260.61,72
sp184,Spain,The Ordinary AHA 30% + BHA 2% Peeling Solution 30ml,2024-11-30,3348.53,301
sp168,Thailand,First Aid Beauty Eye Duty Triple Remedy AM Gel Cream 40ml,2020-11-29,7189.1,71
sp48,Germany,Murad Brightening Booster 150ml,2023-02-01,292.86,36
sp118,India,First Aid Beauty Eye Duty Triple Remedy AM Gel Cream 40ml,2022-01-15,11327.92,213
sp95,Singapore,Kiehl's Creamy Eye Treatment with Avocado 56.7g,2022-02-22,5480.15,147
sp10,Canada,Neutrogena Hydro Boost Eye Gel-Cream 200ml,2020-01-13,2114.38,21
sp30,Italy,Avène Cleanance Expert Emulsion 56.7g,2024-09-26,6386.17,343
sp175,India,The Ordinary AHA 30% + BHA 2% Peeling Solution 15ml,2024-09-14,159.43,23
sp22,China,Bioderma Nodé Detox Shampoo 200ml,2024-08-22,2208.12,142
sp190,Poland,Tatcha The Clarifying Clay Mask 50ml,2021-04-04,25263.53,226
sp54,Poland,Skinceuticals Discoloration Defense Serum 75ml,2024-05-01,2735.55,38
sp137,Thailand,CeraVe AM Facial Moisturising Lotion SPF25 56.7g,2022-05-21,4996.74,45
sp116,Argentina,Sunday Riley C.E.O. 15% Vitamin C Brightening Serum 50ml,2021-04-24,9716.39,110
sp22,United Kingdom,The Ordinary Niacinamide 10% + Zinc 1% 60ml,2021-08-28,3310.75,86
sp142,Poland,COSRX Ultimate Moisturizing Honey Overnight Mask 200ml,2024-08-01,10224.22,135
sp12,Poland,Neutrogena Hydro Boost Water Gel 150ml,2023-07-02,6492.61,69
sp98,Singapore,Bioderma Cicabio Arnica+ Repairing Cream 40ml,2024-06-02,7627.32,66
sp172,Germany,Kiehl's Super Multi-Corrective Anti-Aging Face & Neck Cream 20ml,2024-09-26,13593.13,128
sp76,Poland,Drunk Elephant B-Hydra Intensive Hydration Serum 150ml,2023-03-06,29639.15,364
sp90,Thailand,Skinceuticals Phyto Corrective Gel 250ml,2021-10-18,4895.21,147
sp96,United Kingdom,Drunk Elephant Virgin Marula Luxury Face Oil 15ml,2023-05-01,11968.56,147
sp145,Germany,Clinique All About Eyes Rich 125ml,2021-10-17,5231.78,46
sp141,China,REN Clean Skincare Radiance Perfection Serum 200ml,2020-02-25,11241.4,142
sp161,South Korea,Drunk Elephant Lala Retro Whipped Cream 60ml,2024-02-29,9609.8,91
sp90,Indonesia,Kiehl's Calendula Serum-Infused Water Cream 125ml,2021-03-24,205.38,15
sp11,Singapore,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 125ml,2021-04-26,11154.32,125
sp18,Brazil,Pixi Vitamin-C Juice Cleanser 340g,2021-01-14,20458.88,281
sp131,Colombia,La Roche-Posay Retinol B3 Serum 200ml,2023-11-02,20898.22,234
sp110,France,Sunday Riley Good Genes All-In-One Lactic Acid Treatment 56.7g,2023-12-31,205.41,42
sp165,Brazil,COSRX Oil-Free Ultra-Moisturizing Lotion 250ml,2021-08-01,18470.26,234
sp48,Japan,Bioderma Sensibio H2O Micellar Water 150ml,2023-11-09,483.93,25
sp200,France,Murad Rapid Resurgence Eye Lift 100ml,2021-12-10,17203.1,286
sp8,India,Skinceuticals C E Ferulic Serum 340g,2020-02-27,1039.88,28
sp94,Italy,La Roche-Posay Hyalu B5 Serum 60ml,2023-09-28,432.92,22
sp1,Philippines,Tatcha The Rice Polish Foaming Enzyme Powder 56.7g,2024-07-22,2861.95,57
sp128,China,COSRX Advanced Snail 92 All in One Cream 20ml,2023-12-08,21239.3,222
sp174,Poland,CeraVe AM Facial Moisturising Lotion SPF25 20ml,2024-07-13,14004.08,121
sp14,Philippines,Avène Retrinal+ 0.1 Intensive Cream 15ml,2024-05-05,11939.01,124
sp10,Spain,Bioderma Pigmentbio C-Concentrate Brightening Serum 30g,2023-05-30,1131.52,101
sp37,Germany,Avène XeraCalm A.D Lipid-Replenishing Cream 50ml,2024-08-30,6644.09,70
sp62,Singapore,Avène Hydrance Rich Rehydrating Cream 125ml,2024-03-18,1619.89,138
sp37,India,Kiehl's Clearly Corrective Dark Spot Solution 150ml,2024-04-15,4225.53,39
sp7,Argentina,Bioderma Sensibio Light Soothing Cream 340g,2020-02-21,2282.99,88
sp56,Colombia,Kiehl's Midnight Recovery Concentrate 125ml,2023-04-12,528.45,31
sp130,Sweden,Neutrogena Bright Boost Gel Cream 20ml,2024-06-28,7316.78,115
sp150,Germany,Olay Vitamin C + Peptide 24 Face Moisturizer 60ml,2021-10-23,3226.61,29
sp166,Spain,Tatcha The Indigo Overnight Repair Treatment 15ml,2021-04-25,14451.89,142
sp77,Spain,La Roche-Posay Cicaplast Baume B5 20ml,2021-09-13,1645.32,134
sp55,Argentina,Murad Oil-Control Mattifier SPF45 250ml,2021-04-30,4191.84,43
sp122,Sweden,Neutrogena Rapid Wrinkle Repair Retinol Cream 50ml,2020-10-14,32085.83,282
sp50,South Korea,Tatcha The Rice Polish Foaming Enzyme Powder 250ml,2020-06-01,4727.73,222
sp121,Netherlands,Drunk Elephant B-Hydra Intensive Hydration Serum 100ml,2021-08-18,22364.67,399
sp188,Spain,Pixi Retinol Tonic 150ml,2022-05-07,28921.5,273
sp163,Sweden,COSRX Ultimate Moisturizing Honey Overnight Mask 60ml,2020-11-30,4740.17,241
sp38,France,La Roche-Posay Lipikar Balm AP+ 100ml,2022-03-20,4600.72,43
sp118,Indonesia,Drunk Elephant Protini Polypeptide Cream 20ml,2021-11-07,6493.41,146
sp154,Germany,Sunday Riley Auto Correct Brightening and Depuffing Eye Contour Cream 60ml,2022-12-13,1856.92,17
sp193,China,CeraVe PM Facial Moisturising Lotion 30ml,2020-09-27,5857.98,537
sp150,Argentina,Clinique Repairwear Laser Focus Eye Cream 20ml,2023-09-13,578.86,58
sp188,Canada,Clinique Repairwear Laser Focus Eye Cream 75ml,2023-11-05,2704.16,73
sp109,South Korea,Paula's Choice BOOST 10% Niacinamide Booster 40ml,2024-12-25,2129.83,23
sp12,Singapore,Neutrogena Rapid Wrinkle Repair Retinol Cream 250ml,2024-06-18,1193.28,44
sp55,Argentina,Drunk Elephant Protini Polypeptide Cream 125ml,2020-01-17,151.59,38
sp165,Poland,The Ordinary Salicylic Acid 2% Solution 56.7g,2020-03-22,4127.15,130
sp143,Indonesia,Pixi Skintreats Rose Caviar Eye Cream 125ml,2024-01-25,5688.43,47
sp195,Philippines,CeraVe Renewing SA Cream 40ml,2023-10-22,5632.99,82
sp51,South Korea,Estée Lauder Re-Nutriv Ultimate Lift Age-Correcting Crème 75ml,2022-05-26,1705.5,70
sp80,South Korea,Avène Cleanance Expert Emulsion 100ml,2020-10-03,3960.56,281
sp71,China,CeraVe Eye Repair Cream 30ml,2022-09-03,11656.47,141
sp41,Canada,Skinceuticals Triple Lipid Restore 2:4:2 100ml,2024-02-09,10082.25,135
sp78,India,Murad Oil-Control Mattifier SPF45 50ml,2022-03-30,5510.41,118
sp47,Japan,COSRX Balancium B5 Biome Comfort Cream 40ml,2021-02-18,1665.65,148
sp52,Japan,COSRX Advanced Snail 96 Mucin Power Essence 50ml,2024-07-15,1067.96,101
sp134,France,Clinique Take The Day Off Cleansing Balm 50ml,2023-03-10,9335.17,97
sp94,Argentina,CeraVe Hydrating Cleanser 40ml,2020-11-16,3655.58,36
sp39,South Korea,Clinique Repairwear Laser Focus Eye Cream 30ml,2020-02-28,7199.12,89
sp13,Canada,REN Clean Skincare V-Cense Revitalising Eye Cream 75ml,2022-06-29,4426.56,97
sp153,Singapore,Kiehl's Calendula Serum-Infused Water Cream 15ml,2020-02-13,987.79,48
sp184,France,Drunk Elephant Protini Polypeptide Cream 60ml,2021-08-08,16034.06,240
sp77,Canada,The Ordinary Hyaluronic Acid 2% + B5 200ml,2023-10-06,10259.44,117
sp41,Germany,CeraVe Skin Renewing Night Cream 60ml,2022-12-08,1099.54,36
sp5,Colombia,La Roche-Posay Toleriane Double Repair Moisturiser 150ml,2021-11-11,2100.18,18
sp160,Brazil,Paula's Choice EARTH SOURCED Antioxidant-Enriched Natural Moisturizer 340g,2020-01-09,321.26,98
sp128,Sweden,Tatcha The Rice Polish Foaming Enzyme Powder 40ml,2023-10-10,14019.11,137
sp188,Canada,Kiehl's Powerful-Strength Line-Reducing Concentrate 125ml,2020-06-20,32874.82,297
sp20,Chile,Sunday Riley Ice Ceramide Moisturizing Cream 75ml,2020-05-14,9444.87,131
sp146,France,Neutrogena Rapid Wrinkle Repair Retinol Cream 40ml,2022-03-22,10266.72,85
sp27,Poland,Pixi Skintreats Rose Caviar Eye Cream 250ml,2021-10-20,1365.17,133
sp94,Indonesia,Murad Oil-Control Mattifier SPF45 100ml,2023-04-28,2800.76,53
sp106,Netherlands,Sunday Riley Saturn Sulfur Acne Treatment Mask 56.7g,2021-07-24,23606.75,297
sp167,China,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 15ml,2020-07-21,15297.19,261
sp59,Spain,Murad Hydro-Dynamic Ultimate Moisture 30ml,2023-09-12,9414.88,375
sp14,Netherlands,The Ordinary Retinol 0.5% in Squalane 15ml,2021-07-27,8060.9,66
sp90,Germany,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 250ml,2022-01-15,836.17,95
sp31,India,Bioderma Hydrabio Gel-Crème 20ml,2024-07-03,2775.8,56
sp67,Thailand,Avène Eau Thermale Spray 150ml,2022-01-20,834.54,64
sp79,Singapore,First Aid Beauty Eye Duty Triple Remedy AM Gel Cream 30ml,2020-06-11,9139.38,108
sp128,Canada,Kiehl's Super Multi-Corrective Anti-Aging Face & Neck Cream 125ml,2022-06-03,3726.97,36
sp153,Germany,COSRX AHA/BHA Clarifying Treatment Toner 40ml,2021-09-25,9871.91,173
sp2,China,Kiehl's Creamy Eye Treatment with Avocado 340g,2022-07-16,1928.7,361
sp179,Philippines,Neutrogena Oil-Free Acne Wash 60ml,2023-01-19,743.34,74
sp99,Colombia,First Aid Beauty Ultra Repair Cream 150ml,2024-04-18,229.08,72
sp13,Thailand,COSRX Full Fit Propolis Light Cream 60ml,2023-10-12,6440.26,135
sp157,Brazil,Murad Brightening Booster 56.7g,2022-01-31,1687.34,116
sp190,Colombia,Tatcha The Water Cream 100ml,2022-10-13,4369.63,57
sp99,China,Paula's Choice BOOST 10% Niacinamide Booster 20ml,2022-08-24,1685.61,35
sp81,India,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 150ml,2020-07-06,1415.99,71
sp192,Indonesia,Drunk Elephant Protini Polypeptide Cream 30g,2024-02-07,2295.21,35
sp138,India,Olay Regenerist Micro-Sculpting Cream 125ml,2020-03-30,5983.71,108
sp93,Spain,Bioderma Sensibio H2O Micellar Water 75ml,2023-02-15,10573.09,102
sp70,Argentina,Estée Lauder Perfectly Clean Multi-Action Foam Cleanser 200ml,2021-06-20,16530.69,137
sp116,Thailand,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 56.7g,2022-05-05,461.38,19
sp114,Colombia,Bioderma Sebium Pore Refiner 15ml,2024-08-19,4269.43,83
sp35,Colombia,CeraVe Renewing SA Cream 250ml,2023-08-28,1406.74,131
sp183,India,Kiehl's Calendula Serum-Infused Water Cream 50ml,2023-07-04,9349.59,130
sp16,United States,REN Clean Skincare Overnight Glow Dark Spot Sleeping Cream 75ml,2020-07-16,4999.21,177
sp33,Germany,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 125ml,2023-08-05,37008.59,372
sp166,Indonesia,Murad Oil-Control Mattifier SPF45 30g,2023-12-07,8566.53,317
sp85,China,COSRX Full Fit Propolis Light Cream 150ml,2021-04-14,1928.8,123
sp165,Netherlands,Olay Regenerist Micro-Sculpting Cream 60ml,2020-04-09,10978.09,131
sp48,Canada,COSRX Ultimate Moisturizing Honey Overnight Mask 250ml,2020-09-16,782.13,11
sp5,Singapore,COSRX Balancium B5 Biome Comfort Cream 56.7g,2021-03-18,10728.42,170
sp24,France,First Aid Beauty KP Bump Eraser Body Scrub 125ml,2021-04-15,19456.15,300
sp196,Brazil,Kiehl's Creamy Eye Treatment with Avocado 40ml,2020-11-16,4529.5,112
sp87,Singapore,REN Clean Skincare Overnight Glow Dark Spot Sleeping Cream 150ml,2024-04-17,4202.91,131
sp66,United Kingdom,La Roche-Posay Cicaplast Baume B5 200ml,2020-06-13,2581.41,97
sp150,France,Avène Retrinal+ 0.1 Intensive Cream 340g,2023-01-14,6281.32,76
sp32,Netherlands,Murad Cellular Hydration Barrier Repair Cream 250ml,2021-09-29,6492.66,55
sp197,Canada,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 30ml,2024-06-13,2025.45,23
sp123,United Kingdom,The Ordinary Salicylic Acid 2% Solution 250ml,2023-02-17,10689.6,149
sp77,United States,Tatcha The Water Cream 40ml,2023-05-18,1364.13,14
sp128,India,Skinceuticals Metacell Renewal B3 200ml,2022-04-13,978.05,11
sp171,Mexico,CeraVe Hydrating Cleanser 40ml,2023-12-13,9787.95,109
sp69,Thailand,Kiehl's Super Multi-Corrective Anti-Aging Face & Neck Cream 60ml,2023-01-10,3614.55,127
sp180,United States,Olay Luminous Whip Face Moisturiser 20ml,2023-03-19,4805.14,56
sp186,China,Bioderma Atoderm Intensive Baume 125ml,2024-05-30,7898.15,93
sp157,Thailand,The Ordinary Niacinamide 10% + Zinc 1% 200ml,2021-08-29,3797.64,97
sp123,Italy,Skinceuticals Phyto Corrective Gel 60ml,2023-06-22,7534.13,85
sp37,Netherlands,Olay Super Serum 5-in-1 125ml,2020-02-20,10067.41,125
sp186,Germany,Clinique Turnaround Overnight Revitalizing Moisturizer 30g,2024-01-12,3075.11,64
sp112,Italy,The Ordinary Natural Moisturising Factors + HA 150ml,2022-10-05,7231.86,72
sp184,Singapore,Clinique Smart Night Custom-Repair Moisturiser 30ml,2022-11-17,3379.65,44
sp9,Indonesia,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 250ml,2023-01-03,41148.75,384
sp13,Canada,Avène XeraCalm A.D Lipid-Replenishing Cream 56.7g,2021-07-21,9643.09,264
sp161,Spain,CeraVe PM Facial Moisturising Lotion 56.7g,2023-05-22,3323.82,54
sp83,Sweden,Murad Retinol Youth Renewal Serum 50ml,2022-08-15,6744.11,144
sp78,Sweden,Pixi Vitamin-C Juice Cleanser 340g,2023-10-02,2284.54,29
sp104,Indonesia,First Aid Beauty Pure Skin Face Cleanser 340g,2022-10-14,9648.27,163
sp68,Colombia,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 56.7g,2024-04-15,10046.89,209
sp47,Sweden,Bioderma Cicabio Arnica+ Repairing Cream 30ml,2024-03-03,710.11,106
sp164,Canada,Bioderma Atoderm Intensive Baume 75ml,2020-12-20,24569.26,277
sp67,Netherlands,Clinique Even Better Clinical Radical Dark Spot Corrector 50ml,2020-04-27,6359.4,86
sp192,France,Drunk Elephant Virgin Marula Luxury Face Oil 150ml,2021-01-06,4196.19,49
sp86,Thailand,Olay Eyes Ultimate Eye Cream 50ml,2020-03-15,6253.15,68
sp177,Brazil,Murad Vita-C Glycolic Brightening Serum 100ml,2023-02-14,4865.75,50
sp133,Poland,Bioderma Nodé Detox Shampoo 56.7g,2024-01-22,6096.48,138
sp14,Argentina,Tatcha The Eye Concentrate 150ml,2022-09-16,17340.24,277
sp65,Singapore,Kiehl's Powerful-Strength Line-Reducing Concentrate 340g,2020-08-07,4959.07,109
sp130,Germany,Neutrogena Bright Boost Gel Cream 30ml,2023-01-14,6204.21,92
sp187,Chile,REN Clean Skincare Overnight Glow Dark Spot Sleeping Cream 56.7g,2024-11-28,6112.32,127
sp132,South Korea,Skinceuticals Metacell Renewal B3 60ml,2021-06-21,1680.3,112
sp59,Netherlands,Murad Hydro-Dynamic Ultimate Moisture 125ml,2022-10-05,510.38,127
sp75,Canada,Olay Regenerist Collagen Peptide24 Serum 56.7g,2020-05-26,5920.45,114
sp135,Spain,Sunday Riley C.E.O. 15% Vitamin C Brightening Serum 200ml,2024-08-26,13252.58,126
sp173,Argentina,REN Clean Skincare Clean Screen Mineral SPF30 125ml,2020-11-15,11116.23,129
sp38,Poland,Sunday Riley Luna Sleeping Night Oil 56.7g,2024-05-04,3038.08,59
sp132,Brazil,Bioderma Sebium Pore Refiner 50ml,2022-05-15,12815.25,148
sp148,United Kingdom,CeraVe Renewing SA Cream 40ml,2021-08-07,3112.39,44
sp111,Italy,Avène PhysioLift Night Smoothing Balm 250ml,2021-05-12,2100.98,57
sp21,Canada,REN Clean Skincare Overnight Glow Dark Spot Sleeping Cream 100ml,2021-12-16,222.18,51
sp66,Canada,Neutrogena Bright Boost Gel Cream 100ml,2022-11-27,143.81,16
sp160,Netherlands,La Roche-Posay Effaclar Mat Moisturiser 200ml,2021-05-03,6955.5,202
sp125,China,REN Clean Skincare Overnight Glow Dark Spot Sleeping Cream 75ml,2020-05-26,6362.26,60
sp183,Sweden,Kiehl's Super Multi-Corrective Anti-Aging Face & Neck Cream 60ml,2024-06-25,2246.08,261
sp110,United States,La Roche-Posay Retinol B3 Serum 60ml,2020-03-12,771.11,26
sp6,Philippines,Clinique All About Eyes Rich 200ml,2022-10-25,2029.76,28
sp185,France,Neutrogena Hydro Boost Eye Gel-Cream 340g,2021-09-08,2755.06,31
sp120,Indonesia,Tatcha The Essence Plump Skin Softener 30g,2020-07-11,14923.94,149
sp188,Thailand,Clinique Smart Night Custom-Repair Moisturiser 250ml,2021-08-02,3555.1,72
sp177,Netherlands,Skinceuticals Phyto Corrective Gel 40ml,2023-06-26,12558.51,144
sp82,Argentina,La Roche-Posay Lipikar Balm AP+ 75ml,2020-01-26,1085.69,24
sp82,United States,Neutrogena Hydro Boost Eye Gel-Cream 250ml,2022-02-01,44906.33,419
sp42,Brazil,REN Clean Skincare Clean Screen Mineral SPF30 20ml,2024-09-02,1676.69,140
sp147,Singapore,La Roche-Posay Anthelios Invisible Fluid SPF50+ 50ml,2020-12-07,1485.47,57
sp180,Chile,Avène XeraCalm A.D Lipid-Replenishing Cream 50ml,2022-10-23,4507.93,95
sp182,India,Pixi Retinol Tonic 56.7g,2023-02-07,1013.94,11
sp194,Argentina,Estée Lauder Perfectly Clean Multi-Action Foam Cleanser 125ml,2022-07-14,464.64,146
sp138,Indonesia,Tatcha The Clarifying Clay Mask 200ml,2023-03-28,501.06,18
sp131,Argentina,CeraVe Healing Ointment 340g,2023-10-11,5222.72,97
sp195,South Korea,REN Clean Skincare V-Cense Revitalising Eye Cream 50ml,2024-07-21,4901.75,115
sp165,Canada,Paula's Choice CALM Redness Relief Moisturizer SPF 30 340g,2022-01-29,504.15,33
sp146,Netherlands,Clinique Take The Day Off Cleansing Balm 200ml,2021-11-04,11870.54,130
sp47,Chile,Clinique Moisture Surge 100H Auto-Replenishing Hydrator 30ml,2021-10-11,624.94,16
sp106,France,La Roche-Posay Hyalu B5 Serum 75ml,2023-09-07,8661.67,131
sp165,Spain,Kiehl's Rare Earth Deep Pore Cleansing Masque 40ml,2020-06-02,3752.59,108
sp168,United Kingdom,Skinceuticals A.G.E. Eye Complex 20ml,2022-03-12,6858.85,117
sp29,Italy,Kiehl's Clearly Corrective Dark Spot Solution 50ml,2021-09-09,3517.54,138
sp99,Germany,Estée Lauder DayWear Multi-Protection Anti-Oxidant 24H Moisturizer SPF15 75ml,2021-10-16,6039.06,58
sp39,Italy,Olay Super Serum 5-in-1 125ml,2022-03-02,316.32,36
sp105,India,La Roche-Posay Retinol B3 Serum 50ml,2020-12-23,10836.52,123
sp10,France,Murad Oil-Control Mattifier SPF45 30ml,2024-03-28,229.42,78
sp191,Brazil,Bioderma Pigmentbio C-Concentrate Brightening Serum 100ml,2021-05-05,4565.48,56
sp10,Philippines,Clinique Moisture Surge 100H Auto-Replenishing Hydrator 75ml,2021-11-02,9191.46,274
sp101,Germany,Sunday Riley Good Genes All-In-One Lactic Acid Treatment 250ml,2022-11-16,14173.71,140
sp66,France,COSRX Ultimate Moisturizing Honey Overnight Mask 50ml,2021-01-11,14372.91,225
sp1,South Korea,Drunk Elephant A-Passioni Retinol Cream 100ml,2024-10-20,789.15,139
sp4,Canada,Avène Cicalfate+ Restorative Protective Cream 100ml,2023-07-13,1669.22,49
sp163,China,Clinique Turnaround Overnight Revitalizing Moisturizer 56.7g,2024-12-02,377.08,65
sp169,Singapore,Neutrogena Oil-Free Acne Wash 15ml,2022-05-21,3250.57,53
sp150,Mexico,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 340g,2023-05-07,2538.03,105
sp1,Argentina,Avène XeraCalm A.D Lipid-Replenishing Cream 100ml,2021-02-23,32934.31,332
sp159,Spain,First Aid Beauty Ultra Repair Tinted Moisturizer SPF 30 125ml,2021-04-23,7170.77,132
sp183,South Korea,Tatcha The Dewy Skin Cream 30g,2020-05-29,27944.96,340
sp88,Singapore,CeraVe Skin Renewing Night Cream 150ml,2022-02-03,8389.98,94
sp26,United Kingdom,COSRX Advanced Snail 96 Mucin Power Essence 75ml,2021-05-21,11950.64,132
sp75,Sweden,The Ordinary Natural Moisturising Factors + HA 40ml,2023-03-10,19857.21,213
sp197,Singapore,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 75ml,2022-12-07,324.52,10
sp88,Poland,Drunk Elephant A-Passioni Retinol Cream 30ml,2023-11-22,8699.09,208
sp100,Italy,Tatcha The Essence Plump Skin Softener 125ml,2020-09-21,1232.0,36
sp157,Argentina,Avène Cicalfate+ Restorative Protective Cream 250ml,2020-11-08,4680.73,159
sp108,United Kingdom,Sunday Riley Luna Sleeping Night Oil 40ml,2022-12-21,174.85,12
sp139,Canada,Paula's Choice SKIN PERFECTING 2% BHA Liquid Exfoliant 100ml,2022-07-07,4228.18,60
sp61,United Kingdom,Skinceuticals Physical Fusion UV Defense SPF 50 60ml,2023-08-29,6983.25,67
sp159,Canada,Drunk Elephant B-Hydra Intensive Hydration Serum 75ml,2023-05-01,14837.77,233
sp87,Thailand,Kiehl's Rare Earth Deep Pore Cleansing Masque 250ml,2023-11-19,9364.43,96
sp23,Italy,CeraVe Eye Repair Cream 60ml,2021-08-22,25834.11,227
sp9,Thailand,COSRX Advanced Snail 92 All in One Cream 40ml,2021-10-16,584.58,40
sp57,China,COSRX Ultimate Moisturizing Honey Overnight Mask 50ml,2022-01-27,2700.78,36
sp100,Netherlands,CeraVe Skin Renewing Night Cream 30ml,2022-08-21,3702.06,62
sp61,Germany,Tatcha The Essence Plump Skin Softener 340g,2021-10-02,5711.05,75
sp29,Japan,Kiehl's Clearly Corrective Dark Spot Solution 30ml,2020-02-03,4069.03,224
sp63,Netherlands,La Roche-Posay Toleriane Hydrating Gentle Cleanser 150ml,2021-02-12,11034.19,164
sp194,Colombia,Skinceuticals B5 Gel Hydrating Serum 30g,2022-02-23,7290.3,70
